1,0
2,235
3,262
4,255
5,254
6,196
7,193
8,198
9,191
10,196
11,188
12,192
13,188
14,191
15,188
16,193
17,187
18,194
19,188
20,193
21,186
22,162
23,162
24,163
25,163
26,162
27,162
28,162
29,162
30,161
31,162
32,162
33,162
34,163
35,162
36,163
37,162
38,156
39,158
40,158
41,158
42,158
43,158
44,154
45,157
46,160
47,159
48,158
49,157
50,158
51,158
52,158
53,158
54,137
55,136
56,137
57,137
58,134
59,136
60,135
61,135
62,135
63,136
64,135
65,136
66,134
67,136
68,135
69,134
70,131
71,132
72,133
73,131
74,131
75,131
76,131
77,131
78,132
79,131
80,130
81,131
82,132
83,132
84,133
85,131
86,124
87,125
88,124
89,123
90,126
91,117
92,117
93,113
94,118
95,117
96,118
97,117
98,117
99,117
100,117
101,117
102,113
103,114
104,114
105,114
106,99
107,114
108,114
109,112
110,114
111,113
112,114
113,113
114,113
115,113
116,114
117,113
118,108
119,108
120,108
121,109
122,108
123,110
124,110
125,110
126,106
127,106
128,105
129,104
130,104
131,105
132,104
133,104
134,98
135,99
136,99
137,99
138,100
139,98
140,99
141,99
142,99
143,98
144,99
145,98
146,99
147,99
148,99
149,93
150,92
151,92
152,92
153,92
154,92
155,90
156,90
157,92
158,91
159,92
160,91
161,90
162,90
163,90
164,90
165,90
166,88
167,88
168,89
169,89
170,88
171,89
172,88
173,89
174,88
175,89
176,89
177,88
178,88
179,89
180,88
181,88
182,83
183,83
184,83
185,83
186,83
187,83
188,83
189,83
190,83
191,83
192,83
193,83
194,82
195,81
196,82
197,83
198,79
199,80
200,80
201,80
202,79
203,80
204,79
205,80
206,79
207,80
208,79
209,80
210,80
211,80
212,80
213,80
214,78
215,78
216,78
217,79
218,78
219,75
220,75
221,75
222,75
223,76
224,75
225,75
226,75
227,75
228,75
229,75
230,72
231,73
232,72
233,72
234,72
235,72
236,72
237,72
238,71
239,72
240,73
241,73
242,72
243,72
244,73
245,72
246,70
247,70
248,70
249,71
250,70
251,71
252,72
253,71
254,71
255,71
256,71
257,71
258,72
259,71
260,72
261,72
262,66
263,67
264,66
265,67
266,66
267,67
268,66
269,67
270,66
271,66
272,67
273,66
274,67
275,66
276,67
277,66
278,65
279,65
280,65
281,65
282,65
283,65
284,64
285,64
286,65
287,64
288,64
289,63
290,64
291,64
292,47
293,63
294,61
295,62
296,61
297,61
298,62
299,62
300,62
301,62
302,63
303,62
304,62
305,62
306,61
307,62
308,59
309,61
310,60
311,61
312,61
313,61
314,60
315,61
316,61
317,61
318,60
319,61
320,61
321,60
322,60
323,61
324,61
325,60
326,57
327,58
328,57
329,58
330,57
331,57
332,57
333,58
334,57
335,58
336,57
337,58
338,58
339,57
340,57
341,58
342,46
343,53
344,53
345,53
346,53
347,53
348,53
349,53
350,53
351,53
352,52
353,53
354,53
355,53
356,53
357,53
358,51
359,51
360,51
361,51
362,51
363,51
364,52
365,51
366,51
367,51
368,51
369,51
370,51
371,51
372,50
373,51
374,50
375,50
376,50
377,50
378,50
379,50
380,50
381,50
382,50
383,50
384,50
385,50
386,50
387,50
388,50
389,50
390,48
391,48
392,48
393,48
394,48
395,48
396,48
397,47
398,48
399,47
400,48
401,48
402,47
403,48
404,48
405,48
406,47
407,47
408,47
409,47
410,47
411,47
412,46
413,47
414,47
415,47
416,47
417,47
418,47
419,47
420,47
421,47
422,47
423,46
424,46
425,46
426,47
427,46
428,46
429,46
430,47
431,46
432,46
433,45
434,45
435,45
436,45
437,45
438,44
439,44
440,44
441,44
442,44
443,44
444,44
445,44
446,45
447,44
448,44
449,44
450,44
451,42
452,44
453,44
454,44
455,43
456,43
457,44
458,44
